num_nodes,num_edges,ratio_n_m,ratio_m_n,density,min_degree,max_degree,mean_degree,median_degree,q0.25_degree,q0.75_degree,variation_coefficient_degree,entropy_degree,best_alg
3507,14028,0.25,4.0,0.002281802624073,8,8,8.0,8.0,8.0,8.0,0.0,-0.0,astar_alg
3307,9898,0.3341079005859769,2.9930450559419413,0.0018106745649981,3,12,5.9860901118838825,6.0,5.0,7.0,0.2258285730760325,2.4527316625753626,dfs_alg
4732,14196,0.3333333333333333,3.0,0.0012682308180088,6,6,6.0,6.0,6.0,6.0,0.0,-0.0,dfs_alg
3504,34389,0.101893047195324,9.814212328767123,0.0056033184863072,7,36,19.628424657534246,19.0,17.0,23.0,0.227534307762375,4.193047640013439,bfs_alg
1124,19676,0.0571254319983736,17.505338078291814,0.0311760250726479,19,56,35.01067615658363,35.0,31.0,39.0,0.1651822289101967,4.554451451678836,dfs_alg
2163,330961,0.0065355132477844,153.01017105871475,0.1415450241061191,247,359,306.0203421174295,306.0,295.0,316.0,0.0532302045944444,6.031715988827547,astar_alg
1576,6304,0.25,4.0,0.005079365079365,8,8,8.0,8.0,8.0,8.0,0.0,-0.0,dfs_alg
184,337,0.5459940652818991,1.8315217391304348,0.0200166310287479,2,4,3.6630434782608696,4.0,3.0,4.0,0.1410354259740789,1.0132293719384435,astar_alg
3186,538749,0.005913700071833,169.09887005649716,0.1061845337874393,281,399,338.1977401129943,338.0,326.0,350.0,0.0510164572152754,6.130089962911702,dfs_alg
851,2535,0.3357001972386588,2.9788484136310225,0.0070090550908965,3,11,5.957696827262045,6.0,5.0,7.0,0.2231770894562714,2.4238319307388974,astar_alg
1839,5498,0.3344852673699527,2.989668297988037,0.0032531755146768,3,13,5.979336595976074,6.0,5.0,7.0,0.2342947178976103,2.4809838725784616,dfs_alg
287,526,0.5456273764258555,1.8327526132404184,0.012816451840842,2,4,3.665505226480836,4.0,3.0,4.0,0.1365384362811823,0.9876964959396032,astar_alg
3418,484478,0.0070550159140353,141.74312463428905,0.0829634911526421,229,336,283.4862492685781,283.0,273.0,294.0,0.056444057104811,6.021550528169374,bfs_alg
3739,11217,0.3333333333333333,3.0,0.0016051364365971,6,6,6.0,6.0,6.0,6.0,0.0,-0.0,dfs_alg
2757,11028,0.25,4.0,0.0029027576197387,8,8,8.0,8.0,8.0,8.0,0.0,-0.0,dfs_alg
3940,15760,0.25,4.0,0.002030972328002,8,8,8.0,8.0,8.0,8.0,0.0,-0.0,astar_alg
444,15049,0.0295036215030899,33.89414414414414,0.1530209667907184,47,96,67.78828828828829,68.0,63.0,73.0,0.1103749025305588,4.863088156868697,astar_alg
3091,693311,0.0044583166861624,224.29990294403103,0.1451779307081107,381,518,448.5998058880621,448.0,436.0,462.0,0.0439454111641861,6.315274531420073,dfs_alg
3027,723807,0.0041820540558463,239.1169474727453,0.1580416044102744,415,555,478.2338949454906,478.0,464.0,492.0,0.0422263188141086,6.345060461805256,bfs_alg
5004,15012,0.3333333333333333,3.0,0.0011992804317409,6,6,6.0,6.0,6.0,6.0,0.0,-0.0,bfs_alg
1607,112292,0.0143109037153136,69.87678904791537,0.087019662575237,107,176,139.75357809583073,140.0,132.0,147.0,0.0816320249200465,5.522960334912571,dfs_alg
618,23597,0.0261897698860024,38.18284789644013,0.1237693610905676,53,102,76.36569579288026,76.0,71.0,81.0,0.1060952116642646,4.995064890080385,dfs_alg
1429,4267,0.3348957112725568,2.986004198740378,0.0041820787097204,3,12,5.972008397480756,6.0,5.0,7.0,0.2339259575791183,2.4995857280815823,dfs_alg
701,700,1.0014285714285711,0.9985734664764622,0.0028530670470756,1,2,1.9971469329529243,2.0,2.0,2.0,0.0267070272797713,0.0282279762111508,astar_alg
4426,6637,0.6668675606448696,1.499548124717578,0.0006777618642791,2,3,2.999096249435156,3.0,3.0,3.0,0.0100193039436771,0.010441780986879,astar_alg
3242,1012094,0.0032032597762658,312.1819864281308,0.192645471415076,550,715,624.3639728562615,625.0,609.0,639.0,0.0352856124322875,6.471209668336012,astar_alg
4522,8887,0.5088331270394959,1.965280849181778,0.000869400950755,2,4,3.930561698363556,4.0,4.0,4.0,0.0655515286412073,0.3673226794883111,astar_alg
3619,564481,0.0064111989597524,155.97706548770378,0.0862228112148721,249,371,311.9541309754076,312.0,300.0,323.0,0.0552286582387904,6.124931889660856,astar_alg
2617,300831,0.0086992364483713,114.9526175009553,0.0878842641444612,186,282,229.9052350019106,230.0,220.0,239.0,0.0619782068423162,5.844534092536081,dfs_alg
3046,907778,0.0033554459350193,298.02298095863426,0.1957458003012376,518,672,596.0459619172685,596.0,581.0,610.0,0.0366123726744627,6.457171604306952,bfs_alg
2815,5062,0.5561043065981826,1.7982238010657194,0.0012780552957112,2,4,3.596447602131439,4.0,3.0,4.0,0.1372180413484405,0.9858033707600812,astar_alg
2773,8300,0.3340963855421687,2.993148214929679,0.0021595585966303,3,12,5.986296429859358,6.0,5.0,7.0,0.2312799905423243,2.480056021572824,astar_alg
2416,343549,0.0070324757167099,142.19743377483445,0.1177618499170471,233,337,284.3948675496689,284.0,274.0,295.0,0.0547846744574055,5.97919814243903,astar_alg
2001,322783,0.0061992112347924,161.31084457771115,0.1613108445777111,265,381,322.6216891554223,323.0,312.0,333.0,0.0504929109194233,6.025669848555093,bfs_alg
3801,1006064,0.0037780896642758,264.68403051828466,0.1393073844833077,457,609,529.3680610365693,529.0,515.0,543.0,0.0404799140962221,6.44119410455184,astar_alg
2600,5098,0.5100039231071009,1.9607692307692308,0.0015088643561132,2,4,3.9215384615384616,4.0,4.0,4.0,0.0700128996840653,0.4021236053632418,astar_alg
3750,650633,0.0057636178921142,173.50213333333335,0.0925591535520583,290,408,347.0042666666667,347.0,335.0,359.0,0.0515298369555613,6.1830827934083725,astar_alg
2575,5022,0.5127439267224213,1.9502912621359223,0.0015153778260574,2,4,3.9005825242718446,4.0,4.0,4.0,0.078031656723177,0.4736963739176304,astar_alg
3347,1045730,0.0032006349631358,312.4380041828503,0.1867531405755232,546,709,624.8760083657006,625.0,610.0,639.0,0.0351529959295706,6.473759631538397,astar_alg
4791,845004,0.0056697956459377,176.37319974953036,0.0736422545927057,294,424,352.7463994990607,353.0,341.0,365.0,0.0511332932269125,6.199550972597579,astar_alg
2794,8382,0.3333333333333333,3.0,0.0021482277121374,6,6,6.0,6.0,6.0,6.0,0.0,-0.0,astar_alg
3385,10132,0.3340900118436636,2.993205317577548,0.0017690338756368,3,12,5.986410635155096,6.0,5.0,7.0,0.2270447125355768,2.4650915602297747,astar_alg
909,2708,0.3356720827178729,2.979097909790979,0.0065618896691431,3,11,5.958195819581958,6.0,5.0,7.0,0.2298214213965657,2.45579278636501,astar_alg
812,1567,0.5181876196553925,1.929802955665025,0.0047590701742663,2,4,3.85960591133005,4.0,4.0,4.0,0.0936099177092814,0.6027752314247073,astar_alg
3882,11625,0.3339354838709677,2.9945904173106648,0.0015432055744966,3,14,5.9891808346213296,6.0,5.0,7.0,0.2340745217242365,2.4953505359025248,astar_alg
904,1687,0.5358624777711914,1.866150442477876,0.0041332235713795,2,4,3.732300884955752,4.0,3.0,4.0,0.1212772503494547,0.8640602269594606,astar_alg
2725,396531,0.0068720982722662,145.51596330275228,0.1068399143192014,237,350,291.03192660550457,290.0,280.0,302.0,0.0560252733665899,6.03646217837878,dfs_alg
1628,185831,0.008760648115761,114.1468058968059,0.14031568026651,184,273,228.2936117936118,228.0,219.75,237.0,0.0601714968329031,5.778080851614282,astar_alg
3600,7080,0.5084745762711864,1.9666666666666663,0.0010928961748633,2,4,3.933333333333333,4.0,4.0,4.0,0.0645404500496941,0.3572401561926199,dfs_alg
3609,1274930,0.0028307436486709,353.26406206705457,0.1958226508132231,634,795,706.5281241341091,706.0,690.0,723.0,0.0340560341618678,6.604979083206979,bfs_alg
989,2949,0.3353679213292642,2.981799797775531,0.0060360319793026,3,12,5.963599595551062,6.0,5.0,7.0,0.2322156617679948,2.468008828689483,astar_alg
3535,881087,0.004012089612036,249.24667609618103,0.1410564097884442,434,569,498.49335219236207,499.0,485.0,512.0,0.0412137570256533,6.379577973825625,astar_alg
3885,7628,0.5093078133193497,1.9634491634491635,0.0010110448833414,2,4,3.926898326898327,4.0,4.0,4.0,0.0672869741409333,0.3813945263702639,astar_alg
3264,9771,0.3340497390236414,2.9935661764705883,0.0018348551495375,3,14,5.987132352941177,6.0,5.0,7.0,0.2328094901209111,2.482204137080859,astar_alg
1275,2474,0.51535974130962,1.940392156862745,0.0030461415335364,2,4,3.88078431372549,4.0,4.0,4.0,0.0859577008958437,0.538790144293839,astar_alg
1910,63825,0.0299255777516647,33.416230366492144,0.035009146533779,41,93,66.83246073298429,67.0,61.0,72.0,0.1203451147601826,5.029885401528633,bfs_alg
2667,7982,0.3341267852668504,2.9928758905136856,0.0022452182224408,3,12,5.985751781027371,6.0,5.0,7.0,0.2306024850884212,2.477080529389973,bfs_alg
1947,3802,0.5120988953182536,1.9527478171545969,0.0020069350638793,2,4,3.9054956343091938,4.0,4.0,4.0,0.0766790832542392,0.458808354974598,astar_alg
3048,9121,0.3341738844424953,2.9924540682414698,0.0019641969597909,3,12,5.98490813648294,6.0,5.0,7.0,0.2277561093357758,2.45889517568293,astar_alg
4831,14493,0.3333333333333333,3.0,0.0012422360248447,6,6,6.0,6.0,6.0,6.0,0.0,-0.0,dfs_alg
2778,468422,0.0059305498033824,168.61843052555795,0.1214392729748346,284,392,337.2368610511159,337.0,326.0,348.0,0.0502344430857708,6.101015929118241,astar_alg
535,1587,0.3371140516698173,2.966355140186916,0.0111099443452693,3,10,5.932710280373832,6.0,5.0,7.0,0.225269783767673,2.424499779715455,astar_alg
3141,9400,0.3341489361702127,2.992677491244826,0.0019061640071623,3,12,5.985354982489653,6.0,5.0,7.0,0.2283085673963685,2.4643939117520963,dfs_alg
3644,6373,0.571787227365448,1.7489023051591657,0.0009601440050283,2,4,3.497804610318332,3.0,3.0,4.0,0.1435717108887667,1.0112759796768525,astar_alg
865,48455,0.017851614900423,56.017341040462426,0.1296697709269963,77,152,112.03468208092484,112.0,105.0,119.0,0.0889836662809313,5.289286377131211,dfs_alg
3738,11193,0.3339587242026266,2.99438202247191,0.0016025592841701,3,14,5.98876404494382,6.0,5.0,7.0,0.2347112607330374,2.4976632669536696,astar_alg
2628,434716,0.0060453261439652,165.41704718417049,0.1259360846472557,276,388,330.83409436834097,331.0,319.0,342.0,0.0516966915472973,6.109935852368426,astar_alg
1071,65649,0.0163140337248092,61.296918767507,0.1145736799392654,88,164,122.593837535014,122.0,115.0,130.0,0.0862819562105626,5.395454061214367,astar_alg
269,2288,0.11756993006993,8.50557620817844,0.0634744493147644,5,28,17.01115241635688,17.0,14.0,19.0,0.2385290749880422,3.997877302567849,astar_alg
3394,13576,0.25,4.0,0.0023577954612437,8,8,8.0,8.0,8.0,8.0,0.0,-0.0,astar_alg
367,1468,0.25,4.0,0.0218579234972677,8,8,8.0,8.0,8.0,8.0,0.0,-0.0,dfs_alg
3771,7114,0.5300815293786899,1.88650225404402,0.0010007969517474,2,4,3.77300450808804,4.0,4.0,4.0,0.1116919618810534,0.7805882121661369,astar_alg
3335,10005,0.3333333333333333,3.0,0.0017996400719856,6,6,6.0,6.0,6.0,6.0,0.0,-0.0,dfs_alg
1612,153131,0.0105269344548132,94.99441687344913,0.1179322369626929,149,243,189.98883374689825,190.0,181.0,199.0,0.0674503577115637,5.691723785238662,astar_alg
452,13236,0.0341492898156542,29.283185840707965,0.1298589172536938,36,81,58.56637168141593,58.5,54.0,63.0,0.1214683406205237,4.81358294401459,bfs_alg
565,1677,0.3369111508646392,2.968141592920354,0.0105253247975899,3,10,5.936283185840708,6.0,5.0,7.0,0.2254178847768699,2.434010457214592,dfs_alg
4446,13338,0.3333333333333333,3.0,0.0013498312710911,6,6,6.0,6.0,6.0,6.0,0.0,-0.0,astar_alg
3087,9238,0.3341632387962762,2.992549400712666,0.0019394357749271,3,12,5.985098801425332,6.0,5.0,7.0,0.2279779501007016,2.4615037214862343,astar_alg
2774,285,9.733333333333333,0.1027397260273972,7.410005483404057e-05,0,4,0.2054794520547945,0.0,0.0,0.0,2.223163543320841,0.7862715399761041,astar_alg
3484,13936,0.25,4.0,0.0022968705139247,8,8,8.0,8.0,8.0,8.0,0.0,-0.0,astar_alg
1545,74447,0.0207530189262159,48.18576051779935,0.0624167882354913,66,127,96.3715210355987,96.0,90.0,103.0,0.0987747676348996,5.274655243980483,astar_alg
3103,9286,0.3341589489554167,2.9925878182404126,0.0019294570072472,3,12,5.985175636480825,6.0,5.0,7.0,0.2283735366013062,2.46384478912923,dfs_alg
3351,1069324,0.003133755531532,319.1059385258132,0.1905110080751123,561,715,638.2118770516264,638.0,623.0,653.0,0.0358115159212973,6.527530608075809,bfs_alg
552,1638,0.336996336996337,2.967391304347826,0.0107709303243115,3,11,5.934782608695652,6.0,5.0,7.0,0.2272046736092279,2.4395805829568373,dfs_alg
201,587,0.3424190800681431,2.9203980099502487,0.0292039800995024,3,9,5.840796019900497,6.0,5.0,7.0,0.2229702487492385,2.412569582408475,astar_alg
4119,12336,0.3339007782101167,2.9949016751638746,0.0014545418529207,3,15,5.989803350327749,6.0,5.0,7.0,0.2340246745281647,2.4925432256739484,astar_alg
131,666,0.1966966966966967,5.083969465648855,0.0782149148561362,3,19,10.16793893129771,10.0,8.0,12.0,0.286320628010884,3.517866457323201,dfs_alg
4437,8736,0.5078983516483516,1.9688979039891816,0.0008876906690663,2,4,3.937795807978364,4.0,4.0,4.0,0.0622760069613519,0.3393734236223304,astar_alg
3692,1128301,0.0032721764848209,305.6069880823402,0.1655957670454295,534,698,611.2139761646804,611.0,596.0,626.0,0.0367096636471762,6.501657906872497,dfs_alg
105,302,0.347682119205298,2.876190476190476,0.0553113553113553,3,10,5.752380952380952,5.0,5.0,7.0,0.2502356242372063,2.4698553807155967,bfs_alg
3889,3888,1.0002572016460904,0.999742864489586,0.0005142710208279,1,2,1.999485728979172,2.0,2.0,2.0,0.0113387718339285,0.0063602507218248,astar_alg
3830,1374406,0.0027866583818755,358.85274151436033,0.1874394053352626,628,801,717.7054830287207,718.0,702.0,734.0,0.0336652223465225,6.610768060033587,dfs_alg
4708,351239,0.0134039784875825,74.60471537807986,0.031699475410274,109,190,149.20943075615972,149.0,141.0,157.0,0.0786416424613686,5.58321328479172,astar_alg
4039,16156,0.25,4.0,0.0019811788013868,8,8,8.0,8.0,8.0,8.0,0.0,-0.0,dfs_alg
2545,7635,0.3333333333333333,3.0,0.0023584905660377,6,6,6.0,6.0,6.0,6.0,0.0,-0.0,astar_alg
4927,9462,0.520714436694145,1.9204384006494823,0.0007797151443968,2,4,3.8408768012989647,4.0,4.0,4.0,0.0958124158642199,0.637598691170874,astar_alg
1346,2017,0.6673277144273674,1.49851411589896,0.0022282737782884,2,3,2.99702823179792,3.0,3.0,3.0,0.0181622797065088,0.0292273757242499,astar_alg
1161,2252,0.5155417406749556,1.9397071490094744,0.0033443226707059,2,4,3.879414298018949,4.0,4.0,4.0,0.0866261252338872,0.5435093429913681,dfs_alg
3634,10902,0.3333333333333333,3.0,0.0016515276630883,6,6,6.0,6.0,6.0,6.0,0.0,-0.0,dfs_alg
3712,7302,0.5083538756505067,1.9671336206896552,0.0010601636328157,2,4,3.934267241379312,4.0,4.0,4.0,0.0640844208636806,0.3535602950476619,astar_alg
2271,265421,0.0085562182344275,116.87406428885951,0.1029727438668366,189,304,233.74812857771903,233.0,224.0,243.0,0.0618230733398107,5.862279646430844,dfs_alg
2563,160607,0.0159582085463273,62.66367538041358,0.0489177793758107,81,164,125.32735076082716,125.0,118.0,133.0,0.0855517501285376,5.4458387234999845,astar_alg
3746,5617,0.6669040413031867,1.499466097170315,0.0008007829624407,2,3,2.99893219434063,3.0,3.0,3.0,0.0108904911818957,0.0120801491637571,astar_alg
3588,10764,0.3333333333333333,3.0,0.0016727069974909,6,6,6.0,6.0,6.0,6.0,0.0,-0.0,astar_alg
1422,97415,0.014597341271878,68.5056258790436,0.0964188963814829,102,179,137.0112517580872,137.0,130.0,145.0,0.0815189006380355,5.496612960295568,bfs_alg
3953,19660,0.2010681586978636,4.973437895269416,0.002516922011776,0,21,9.946875790538831,10.0,8.0,12.0,0.3185708293971024,3.701182747620374,astar_alg
4845,9548,0.507436112274822,1.970691434468524,0.000813662854859,2,4,3.941382868937049,4.0,4.0,4.0,0.0604852084647646,0.3248578653881901,astar_alg
390,739,0.5277401894451962,1.8948717948717948,0.0097422714389295,2,4,3.7897435897435896,4.0,4.0,4.0,0.1139727831623576,0.7802917462071395,astar_alg
3151,9453,0.3333333333333333,3.0,0.0019047619047619,6,6,6.0,6.0,6.0,6.0,0.0,-0.0,astar_alg
2053,401586,0.0051122300080182,195.60935216755968,0.1906523900268612,339,457,391.21870433511936,392.0,380.0,403.0,0.0448573944341825,6.131641159717744,astar_alg
156,1831,0.085199344620426,11.737179487179487,0.1514474772539288,13,38,23.47435897435897,23.0,21.0,26.0,0.1875855090227187,4.025924041656277,bfs_alg
2233,4360,0.5121559633027523,1.9525302283922967,0.0017495790576991,2,4,3.905060456784595,4.0,4.0,4.0,0.0766134012300921,0.4596623813677633,astar_alg
1282,5249,0.2442369975233377,4.094383775351014,0.0063924805235769,0,17,8.188767550702028,8.0,6.0,10.0,0.3302934241556162,3.4711053816106894,astar_alg
3451,643241,0.0053650187099391,186.3926398145465,0.1080537042403168,315,441,372.785279629093,373.0,361.0,385.0,0.0482735049487429,6.187491752148982,bfs_alg
1520,4540,0.3348017621145374,2.986842105263158,0.0039326426665742,3,12,5.973684210526316,6.0,5.0,7.0,0.2351366721600443,2.501026329644207,astar_alg
3158,4735,0.666948257655755,1.4993666877770742,0.0009498680315344,2,3,2.9987333755541483,3.0,3.0,3.0,0.0118607147472853,0.0140171962436221,astar_alg
4433,13278,0.3338605211628257,2.9952628017144147,0.0013516528888602,3,15,5.990525603428829,6.0,5.0,7.0,0.2346006512812274,2.4931379233310658,astar_alg
1075,4300,0.25,4.0,0.0074487895716946,8,8,8.0,8.0,8.0,8.0,0.0,-0.0,astar_alg
1523,157285,0.0096830594144387,103.2731451083388,0.1357071552014964,162,262,206.5462902166776,207.0,197.0,216.0,0.0648126038539463,5.739293846737194,bfs_alg
3196,1017304,0.0031416371114239,318.30538172715893,0.1992521951343718,562,710,636.6107634543179,636.0,622.0,652.0,0.0356662078571448,6.505612141249923,dfs_alg
722,2166,0.3333333333333333,3.0,0.0083217753120665,6,6,6.0,6.0,6.0,6.0,0.0,-0.0,astar_alg
2500,7482,0.3341352579524191,2.9928,0.0023951980792316,3,12,5.9856,6.0,5.0,7.0,0.2300802494651677,2.470258004940153,astar_alg
871,6779,0.1284850272901607,7.78300803673938,0.0178919724982514,4,29,15.56601607347876,16.0,13.0,18.0,0.2560645100434724,4.0242569145944,dfs_alg
3726,1341794,0.0027768793123236,360.1164787976382,0.1933511295557789,638,820,720.2329575952764,721.0,704.0,737.0,0.0336733103550894,6.613878991193319,astar_alg
856,22414,0.0381904167038458,26.18457943925233,0.0612504782204733,29,74,52.36915887850467,53.0,48.0,57.0,0.138824103023601,4.870152373724236,dfs_alg
925,61247,0.0151027805443531,66.21297297297298,0.1433181233181233,100,169,132.42594594594595,132.0,125.0,140.0,0.0807368794725255,5.409678683299388,bfs_alg
2723,8150,0.3341104294478527,2.9930224017627616,0.0021991347551526,3,12,5.986044803525523,6.0,5.0,7.0,0.2315517531464311,2.483811166034372,astar_alg
3869,1240428,0.0031190847030218,320.6068751615405,0.1657739788839402,561,723,641.213750323081,641.0,626.0,657.0,0.0364616038583813,6.55868748778737,dfs_alg
1555,2794,0.5565497494631353,1.7967845659163988,0.0023124640487984,2,4,3.5935691318327976,4.0,3.0,4.0,0.1381290753790383,0.9956265501588588,astar_alg
2532,290067,0.0087290177786511,114.56042654028435,0.0905258210511927,184,285,229.1208530805687,229.0,219.0,239.0,0.0619461897893181,5.846985524037625,dfs_alg
2470,227478,0.0108581928801906,92.09635627530363,0.0746021517013395,145,232,184.1927125506073,183.0,175.25,193.0,0.0689041622980566,5.680009004536966,dfs_alg
4004,12012,0.3333333333333333,3.0,0.0014988758431176,6,6,6.0,6.0,6.0,6.0,0.0,-0.0,dfs_alg
3895,7654,0.5088842435327933,1.9650834403080872,0.0010092878481294,2,4,3.930166880616176,4.0,4.0,4.0,0.0658658069209293,0.3691526955644779,astar_alg
4138,6205,0.6668815471394037,1.499516674722088,0.0007249295019202,2,3,2.999033349444176,3.0,3.0,3.0,0.0103619967159893,0.0110746403624745,astar_alg
1270,5080,0.25,4.0,0.0063041765169424,8,8,8.0,8.0,8.0,8.0,0.0,-0.0,bfs_alg
2637,7892,0.334135833755702,2.9927948426241944,0.0022707092887892,3,12,5.985589685248389,6.0,5.0,7.0,0.2309103878319935,2.478005589017956,bfs_alg
984,3936,0.25,4.0,0.0081383519837232,8,8,8.0,8.0,8.0,8.0,0.0,-0.0,astar_alg
992,1921,0.5163977095262884,1.936491935483871,0.0039081572865466,2,4,3.872983870967742,4.0,4.0,4.0,0.0890496175900261,0.5634804194946411,dfs_alg
5036,913083,0.0055153803104427,181.3111596505163,0.0720203216089439,285,443,362.6223193010326,363.0,350.0,375.0,0.0501149415335907,6.208902677256134,bfs_alg
756,13959,0.0541586073500967,18.464285714285715,0.0489120151371807,18,54,36.92857142857143,37.0,33.0,41.0,0.1537024715926,4.522261793212287,astar_alg
4002,11982,0.3340010015022533,2.9940029985007497,0.0014966273424147,3,13,5.988005997001499,6.0,5.0,7.0,0.2237718436590601,2.4401948881558213,astar_alg
3331,9972,0.3340352988367429,2.993695586910837,0.001798015367514,3,14,5.987391173821675,6.0,5.0,7.0,0.2342310382266609,2.490557243293336,astar_alg
1711,3334,0.5131973605278944,1.9485680888369368,0.0022790270044876,2,4,3.897136177673875,4.0,4.0,4.0,0.0799001009648002,0.486679611610426,astar_alg
3261,9760,0.3341188524590164,2.992946948788715,0.001836163772263,3,12,5.98589389757743,6.0,5.0,7.0,0.2260642512354471,2.451240653879612,astar_alg
4420,13239,0.3338620741747866,2.995248868778281,0.0013556229322372,3,15,5.990497737556561,6.0,5.0,7.0,0.2344091847770402,2.492745259639327,astar_alg
3299,3298,1.0003032140691328,0.9996968778417702,0.0006062443164595,1,2,1.9993937556835404,2.0,2.0,2.0,0.0123110139785699,0.007353786421473,astar_alg
2879,11516,0.25,4.0,0.0027797081306462,8,8,8.0,8.0,8.0,8.0,0.0,-0.0,astar_alg
744,17765,0.0418801013228257,23.87768817204301,0.0642737232087295,25,69,47.75537634408602,48.0,43.0,52.0,0.1413557209074141,4.747294554986565,astar_alg
3387,10140,0.3340236686390532,2.9937998228520817,0.0017683401198181,3,14,5.987599645704163,6.0,5.0,7.0,0.2336925422171157,2.485558416269344,bfs_alg
3149,9424,0.3341468590831918,2.9926960939980947,0.0019013316988552,3,12,5.985392187996189,6.0,5.0,7.0,0.2285605988006301,2.465249866902336,dfs_alg
403,762,0.5288713910761155,1.890818858560794,0.0094070589978148,2,4,3.781637717121588,4.0,4.0,4.0,0.1154258972561471,0.7960532211285075,astar_alg
2256,4417,0.5107539053656328,1.9578900709219853,0.00173648786778,2,4,3.915780141843972,4.0,4.0,4.0,0.0725346853179529,0.4230940017974612,dfs_alg
2011,11032,0.1822878897751994,5.485827946295376,0.0054585352699456,2,24,10.971655892590752,11.0,9.0,13.0,0.2983867427228682,3.739408863600522,astar_alg
1665,74730,0.0222802087515054,44.88288288288288,0.0539457726957726,61,121,89.76576576576576,90.0,83.0,96.0,0.1019760701506956,5.216755012402061,bfs_alg
296,888,0.3333333333333333,3.0,0.0203389830508474,6,6,6.0,6.0,6.0,6.0,0.0,-0.0,astar_alg
3484,6849,0.5086873996203826,1.9658438576349024,0.0011288221978954,2,4,3.931687715269805,4.0,4.0,4.0,0.0653133265680995,0.3636326052614538,dfs_alg
1908,3727,0.5119398980413201,1.9533542976939204,0.0020486148900827,2,4,3.906708595387841,4.0,4.0,4.0,0.0762691620765917,0.4548462060840905,astar_alg
3205,636717,0.0050336334666735,198.66365054602184,0.1240097693795392,334,478,397.3273010920437,397.0,385.0,410.0,0.0470000782729979,6.236221506735585,astar_alg
4798,19192,0.25,4.0,0.0016677089847821,8,8,8.0,8.0,8.0,8.0,0.0,-0.0,astar_alg
4962,267682,0.0185369206745317,53.94639258363563,0.0217481929383735,76,146,107.89278516727126,108.0,101.0,115.0,0.0934036558948606,5.368000859873372,dfs_alg
3630,7139,0.5084745762711864,1.9666666666666663,0.0010838614861761,2,4,3.933333333333333,4.0,4.0,4.0,0.0645312529780336,0.3572217319847967,astar_alg
2229,6687,0.3333333333333333,3.0,0.0026929982046678,6,6,6.0,6.0,6.0,6.0,0.0,-0.0,bfs_alg
1098,2117,0.5186584789796882,1.9280510018214936,0.003515134005144,2,4,3.856102003642987,4.0,4.0,4.0,0.0936739922054883,0.6092799690853805,dfs_alg
3718,107231,0.0346728091689903,28.841043571812804,0.0155184522850754,35,91,57.68208714362561,58.0,52.0,63.0,0.1312078168480615,4.951233733093999,dfs_alg
3234,1000465,0.0032324968889466,309.3583797155226,0.1913754282186963,540,698,618.7167594310451,619.0,604.0,633.0,0.0360630051752811,6.494036721143887,bfs_alg
1443,135341,0.010661957573832,93.7914067914068,0.1300851689201203,147,228,187.5828135828136,187.0,179.0,196.0,0.0674413185919329,5.669164007629407,dfs_alg
4943,1364936,0.0036214152165376,276.13514060287275,0.1117503604220448,475,634,552.2702812057455,552.0,538.0,566.0,0.0392454116919617,6.464677270449247,bfs_alg
628,1863,0.3370907139023081,2.96656050955414,0.009462712949136,3,10,5.93312101910828,6.0,5.0,7.0,0.2361849167055545,2.497996592654282,dfs_alg
3476,1140940,0.0030466106894315,328.2336018411968,0.1889114255201132,583,738,656.4672036823936,656.0,641.0,671.0,0.0352838852154316,6.541532304824628,dfs_alg
855,1646,0.5194410692588093,1.9251461988304093,0.0045085391073311,2,4,3.8502923976608185,4.0,4.0,4.0,0.0960095032813696,0.627076815487583,astar_alg
2426,452695,0.0053590165564011,186.6014014839241,0.153898063079525,319,448,373.2028029678483,373.0,361.0,385.0,0.0470958716553882,6.145116956047744,astar_alg
1031,1030,1.0009708737864078,0.9990300678952472,0.0019398642095053,1,2,1.9980601357904944,2.0,2.0,2.0,0.0220219344120655,0.0202737603032261,astar_alg
3265,95224,0.034287574561035,29.165084226646247,0.0178707623937783,36,91,58.330168453292494,58.0,53.0,63.0,0.130778844273575,4.964439753930285,dfs_alg
3622,52990,0.0683525193432723,14.630038652678078,0.0080806620561602,11,51,29.260077305356155,29.0,26.0,33.0,0.1861346636157484,4.480085704629836,bfs_alg
1380,4140,0.3333333333333333,3.0,0.0043509789702683,6,6,6.0,6.0,6.0,6.0,0.0,-0.0,astar_alg
3210,6283,0.5109024351424479,1.9573208722741435,0.0012198945916323,2,4,3.914641744548287,4.0,4.0,4.0,0.072506954062876,0.4258621238691443,dfs_alg
2823,794803,0.0035518235336303,281.54551895147006,0.1995361580095464,492,635,563.0910379029401,563.0,549.0,578.0,0.0371034146164386,6.392538943876698,dfs_alg
4788,14341,0.3338679311066174,2.9951963241436927,0.0012513876432603,3,16,5.9903926482873855,6.0,5.0,7.0,0.23192108685701,2.481528663084546,astar_alg
3022,9043,0.3341811345792325,2.9923891462607544,0.0019810586867002,3,12,5.984778292521509,6.0,5.0,7.0,0.2278483065583061,2.4607461900733503,astar_alg
3709,7418,0.5,2.0,0.0010787486515641,4,4,4.0,4.0,4.0,4.0,0.0,-0.0,astar_alg
136,1666,0.0816326530612244,12.25,0.1814814814814815,14,36,24.5,25.0,21.0,27.0,0.1783268776493259,4.026642314137269,astar_alg
4152,8304,0.5,2.0,0.0009636232233196,4,4,4.0,4.0,4.0,4.0,0.0,-0.0,astar_alg
